timestamp,Kaggle Score,model,K-Fold,feature_importance_split,feature_importance_gain,params,features,description,os_full,OOF confusion matrix,OOF per-class recall
2026-06-09 11:49:21,0.96722,LightGBM,"Mean BalAcc = 0.9652 ± 0.0004
Min = 0.9646
Max = 0.9658
OOF BalAcc = 0.9652
Time (sec) = 1280.3","color_rz = 67702
color_gr = 66320
color_ri = 62222
color_ug = 59399
redshift_log = 59260
abs_mag_r = 57686
u = 56115
z = 55198
cos_delta = 54779
sin_gal_l = 52247
curvature_ugr = 52165
sin_delta = 51802
cos_gal_b = 51736
i = 49434
g = 48433
cos_gal_l = 47591
cos_alpha = 45255
r = 42493
sin_alpha = 42478
coord_x_redshift = 40914
sin_gal_b = 35046
coord_dist = 29713
spectral_type_STAR_prob = 3039
spectral_type_GALAXY_prob = 1305
galaxy_population_GALAXY_prob = 791
spectral_type_QSO_prob = 650
galaxy_population_QSO_prob = 200
galaxy_population_STAR_prob = 27","redshift_log = 29.23M (47.6%)
color_gr = 9.78M (15.9%)
abs_mag_r = 4.09M (6.7%)
color_rz = 3.44M (5.6%)
color_ug = 2.71M (4.4%)
z = 1.70M (2.8%)
g = 1.67M (2.7%)
u = 1.51M (2.5%)
spectral_type_GALAXY_prob = 924.74K (1.5%)
coord_x_redshift = 744.79K (1.2%)
i = 724.58K (1.2%)
sin_gal_b = 522.54K (0.9%)
color_ri = 518.01K (0.8%)
cos_delta = 497.39K (0.8%)
sin_delta = 467.74K (0.8%)
cos_gal_b = 458.49K (0.7%)
cos_alpha = 424.50K (0.7%)
sin_alpha = 363.05K (0.6%)
r = 358.15K (0.6%)
sin_gal_l = 329.62K (0.5%)
cos_gal_l = 326.86K (0.5%)
coord_dist = 290.66K (0.5%)
curvature_ugr = 258.07K (0.4%)
galaxy_population_GALAXY_prob = 57.19K (0.1%)
spectral_type_QSO_prob = 45.54K (0.1%)
spectral_type_STAR_prob = 10.93K (0.0%)
galaxy_population_QSO_prob = 5.20K (0.0%)
galaxy_population_STAR_prob = 464.37 (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
v1: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, coord_x_redshift, target_encoding
v2: abs_mag_r, curvature_ugr, sin/cos galactic
- redshift (raw), alpha, delta (raw)","v1+v2 merge. Kaggle 0.96722 (v1 0.96741, v2 0.96667). OOF 0.9652= v1. abs_mag_r 6.7% gain — полезен. STAR recall хуже (95.81% vs 95.90%). GALAXY лучше. Merge не окупился vs чистый v1.",macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364266 | 4753 | 8461
QSO | 2135 | 113903 | 1105
STAR | 3003 | 459 | 79262","GALAXY: 0.9650 (364266/377480)
QSO: 0.9723 (113903/117143)
STAR: 0.9581 (79262/82724)
BalAcc: 0.9652"
2026-06-09 13:47:34,0.96696,LightGBM,"Mean BalAcc = 0.9651 ± 0.0003
Min = 0.9647
Max = 0.9657
OOF BalAcc = 0.9651
Time (sec) = 435.4","redshift_log = 29195
color_rz = 26547
color_gr = 26238
color_ug = 25791
color_ri = 24321
cos_delta = 23422
delta = 23033
sin_alpha = 22854
u = 22322
cos_alpha = 22208
z = 20736
g = 19751
i = 19240
coord_x_redshift = 18084
r = 17236
coord_dist = 12884
alpha = 11565
sin_delta = 2719
spectral_type_STAR_prob = 1303
delta_bin = 818
spectral_type_GALAXY_prob = 432
galaxy_population_GALAXY_prob = 423
alpha_bin = 384
spectral_type_QSO_prob = 262
galaxy_population_QSO_prob = 206
galaxy_population_STAR_prob = 26","redshift_log = 10.56M (49.3%)
color_gr = 3.56M (16.6%)
color_rz = 1.28M (6.0%)
color_ug = 1.04M (4.9%)
coord_x_redshift = 906.23K (4.2%)
g = 668.95K (3.1%)
u = 614.65K (2.9%)
z = 520.13K (2.4%)
cos_alpha = 343.19K (1.6%)
i = 293.92K (1.4%)
sin_alpha = 232.02K (1.1%)
coord_dist = 224.19K (1.0%)
cos_delta = 213.34K (1.0%)
delta = 210.54K (1.0%)
color_ri = 177.76K (0.8%)
alpha = 176.47K (0.8%)
r = 170.57K (0.8%)
spectral_type_GALAXY_prob = 148.16K (0.7%)
spectral_type_QSO_prob = 28.77K (0.1%)
sin_delta = 24.42K (0.1%)
galaxy_population_GALAXY_prob = 19.30K (0.1%)
delta_bin = 9.28K (0.0%)
alpha_bin = 9.02K (0.0%)
spectral_type_STAR_prob = 4.63K (0.0%)
galaxy_population_QSO_prob = 1.57K (0.0%)
galaxy_population_STAR_prob = 141.97 (0.0%)","class_weight = balanced
colsample_bytree = 0.9
learning_rate = 0.03
max_depth = 10
min_child_samples = 10
n_estimators = 2000
num_leaves = 63
reg_alpha = 0.0
reg_lambda = 0.0
subsample = 0.9","FINAL_PARAMS
base
+ color_indices (-iz)
+ coord_dist
+ redshift_log (-redshift)
+ sin/cos alpha, delta
+ alpha_bin, delta_bin
+ coord_x_redshift
+ target_encoding (spectral_type, galaxy_population)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364036 | 4735 | 8709
QSO | 2140 | 113907 | 1096
STAR | 2976 | 462 | 79286","GALAXY: 0.9644 (364036/377480)
QSO: 0.9724 (113907/117143)
STAR: 0.9584 (79286/82724)
BalAcc: 0.9651"
2026-06-09 15:30:12,0.96713,LightGBM,"Mean BalAcc = 0.9649 ± 0.0002
Min = 0.9646
Max = 0.9652
OOF BalAcc = 0.9649
Time (sec) = 1223.7","color_gr = 79424
color_rz = 78463
cos_delta = 77092
color_ug = 76684
sin_delta = 75353
cos_alpha = 75153
sin_alpha = 73543
color_ri = 69996
u = 65670
redshift_log = 64795
abs_mag_r = 64126
z = 61331
i = 58163
g = 56544
coord_dist = 54060
r = 48934
coord_x_redshift = 48037
spectral_type_STAR_prob = 3384
spectral_type_GALAXY_prob = 1487
galaxy_population_GALAXY_prob = 809
spectral_type_QSO_prob = 719
galaxy_population_QSO_prob = 208
galaxy_population_STAR_prob = 20","redshift_log = 28.09M (45.8%)
color_gr = 9.41M (15.3%)
abs_mag_r = 5.05M (8.2%)
color_rz = 3.66M (6.0%)
color_ug = 2.92M (4.8%)
z = 1.85M (3.0%)
g = 1.64M (2.7%)
u = 1.64M (2.7%)
spectral_type_GALAXY_prob = 1.43M (2.3%)
cos_alpha = 794.21K (1.3%)
i = 707.06K (1.2%)
sin_alpha = 682.24K (1.1%)
coord_x_redshift = 674.93K (1.1%)
sin_delta = 670.28K (1.1%)
cos_delta = 629.14K (1.0%)
coord_dist = 575.08K (0.9%)
color_ri = 477.58K (0.8%)
r = 343.72K (0.6%)
galaxy_population_GALAXY_prob = 51.85K (0.1%)
spectral_type_QSO_prob = 29.47K (0.0%)
spectral_type_STAR_prob = 11.73K (0.0%)
galaxy_population_QSO_prob = 5.10K (0.0%)
galaxy_population_STAR_prob = 368.00 (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
v1: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, coord_x_redshift, target_encoding
v2: abs_mag_r, curvature_ugr, sin/cos galactic
- redshift (raw), alpha, delta (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 363959 | 4747 | 8774
QSO | 2121 | 113910 | 1112
STAR | 3006 | 467 | 79251","GALAXY: 0.9642 (363959/377480)
QSO: 0.9724 (113910/117143)
STAR: 0.9580 (79251/82724)
BalAcc: 0.9649"
2026-06-09 16:16:39,0.96791,LightGBM,"Mean BalAcc = 0.9650 ± 0.0003
Min = 0.9647
Max = 0.9655
OOF BalAcc = 0.9650
Time (sec) = 1278.2","color_gr = 77762
color_rz = 77189
color_ug = 76245
delta = 72460
cos_delta = 69715
color_ri = 69559
cos_alpha = 66722
sin_alpha = 65488
u = 65395
redshift_log = 64649
abs_mag_r = 62487
z = 60503
i = 57849
g = 55335
r = 49185
coord_x_redshift = 47661
coord_dist = 38739
alpha = 35981
sin_delta = 10853
spectral_type_STAR_prob = 3289
delta_bin = 2157
spectral_type_GALAXY_prob = 1717
alpha_bin = 1268
galaxy_population_GALAXY_prob = 854
spectral_type_QSO_prob = 674
galaxy_population_QSO_prob = 226
galaxy_population_STAR_prob = 33","redshift_log = 29.57M (48.2%)
color_gr = 9.21M (15.0%)
abs_mag_r = 3.86M (6.3%)
color_rz = 3.64M (5.9%)
color_ug = 2.79M (4.6%)
g = 1.78M (2.9%)
z = 1.71M (2.8%)
spectral_type_GALAXY_prob = 1.58M (2.6%)
u = 1.37M (2.2%)
coord_x_redshift = 755.11K (1.2%)
cos_alpha = 746.98K (1.2%)
i = 731.78K (1.2%)
delta = 626.11K (1.0%)
sin_alpha = 570.23K (0.9%)
cos_delta = 562.39K (0.9%)
color_ri = 481.48K (0.8%)
coord_dist = 431.63K (0.7%)
r = 378.56K (0.6%)
alpha = 344.54K (0.6%)
sin_delta = 91.57K (0.1%)
galaxy_population_GALAXY_prob = 62.32K (0.1%)
delta_bin = 26.11K (0.0%)
alpha_bin = 21.02K (0.0%)
spectral_type_QSO_prob = 13.68K (0.0%)
spectral_type_STAR_prob = 11.21K (0.0%)
galaxy_population_QSO_prob = 4.39K (0.0%)
galaxy_population_STAR_prob = 606.61 (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 363988 | 4759 | 8733
QSO | 2127 | 113896 | 1120
STAR | 2980 | 458 | 79286","GALAXY: 0.9643 (363988/377480)
QSO: 0.9723 (113896/117143)
STAR: 0.9584 (79286/82724)
BalAcc: 0.9650"
2026-06-10 09:20:49,0.96642,LightGBM,"Mean BalAcc = 0.9650 ± 0.0002
Min = 0.9648
Max = 0.9653
OOF BalAcc = 0.9650
Time (sec) = 1273.8","color_rz = 74626
delta = 71327
color_ri = 67238
cos_delta = 66992
color_gr = 66037
cos_alpha = 64513
sin_alpha = 64025
redshift_log = 60602
abs_mag_r = 60509
color_ug = 58338
z = 57046
g = 54639
u = 52565
i = 52292
coord_x_redshift = 44431
uv_excess_rest = 44133
uv_excess = 43348
r = 42221
coord_dist = 37262
alpha = 34451
sin_delta = 9865
spectral_type_STAR_prob = 2806
delta_bin = 1855
alpha_bin = 1227
spectral_type_GALAXY_prob = 932
spectral_type_QSO_prob = 506
galaxy_population_GALAXY_prob = 66
galaxy_population_QSO_prob = 30
galaxy_population_STAR_prob = 8","redshift_log = 19.93M (32.5%)
uv_excess_rest = 13.33M (21.7%)
color_gr = 8.59M (14.0%)
abs_mag_r = 3.92M (6.4%)
color_rz = 3.46M (5.6%)
g = 1.62M (2.6%)
spectral_type_GALAXY_prob = 1.26M (2.0%)
z = 1.18M (1.9%)
coord_x_redshift = 822.17K (1.3%)
cos_alpha = 740.69K (1.2%)
uv_excess = 718.57K (1.2%)
color_ug = 711.78K (1.2%)
u = 652.21K (1.1%)
delta = 608.75K (1.0%)
sin_alpha = 568.82K (0.9%)
i = 566.84K (0.9%)
cos_delta = 554.45K (0.9%)
color_ri = 529.55K (0.9%)
coord_dist = 454.78K (0.7%)
spectral_type_QSO_prob = 428.67K (0.7%)
alpha = 320.29K (0.5%)
r = 274.13K (0.4%)
sin_delta = 92.01K (0.1%)
alpha_bin = 21.69K (0.0%)
delta_bin = 21.69K (0.0%)
spectral_type_STAR_prob = 8.67K (0.0%)
galaxy_population_GALAXY_prob = 6.26K (0.0%)
galaxy_population_QSO_prob = 256.07 (0.0%)
galaxy_population_STAR_prob = 36.76 (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364109 | 4724 | 8647
QSO | 2120 | 113921 | 1102
STAR | 3016 | 462 | 79246","GALAXY: 0.9646 (364109/377480)
QSO: 0.9725 (113921/117143)
STAR: 0.9580 (79246/82724)
BalAcc: 0.9650"
2026-06-10 09:33:19,,LightGBM,"Mean BalAcc = 0.9635 ± 0.0010
Min = 0.9624
Max = 0.9652
OOF BalAcc = 0.9635
Time (sec) = 138.3","redshift_log = 3586
abs_mag_r = 2806
sin_alpha = 2799
delta = 2792
u = 2722
color_rz = 2714
color_ug = 2665
cos_delta = 2587
color_gr = 2584
cos_alpha = 2512
z = 2306
g = 2270
coord_x_redshift = 2257
color_ri = 2081
i = 2049
r = 1762
coord_dist = 1679
alpha = 1675
sin_delta = 520
spectral_type_STAR_prob = 129
delta_bin = 122
spectral_type_GALAXY_prob = 92
galaxy_population_GALAXY_prob = 68
alpha_bin = 67
spectral_type_QSO_prob = 59
galaxy_population_QSO_prob = 38
galaxy_population_STAR_prob = 11","i = 114.47M (12.1%)
z = 113.45M (12.0%)
color_ri = 76.88M (8.1%)
abs_mag_r = 71.65M (7.6%)
color_ug = 69.91M (7.4%)
cos_alpha = 57.36M (6.1%)
redshift_log = 54.23M (5.7%)
delta = 53.47M (5.7%)
cos_delta = 50.78M (5.4%)
sin_alpha = 44.37M (4.7%)
color_rz = 43.94M (4.6%)
u = 36.92M (3.9%)
r = 36.89M (3.9%)
coord_dist = 33.85M (3.6%)
g = 28.13M (3.0%)
coord_x_redshift = 22.15M (2.3%)
color_gr = 15.33M (1.6%)
alpha = 13.94M (1.5%)
sin_delta = 3.62M (0.4%)
spectral_type_STAR_prob = 1.60M (0.2%)
spectral_type_QSO_prob = 957.68K (0.1%)
delta_bin = 505.67K (0.1%)
alpha_bin = 440.03K (0.0%)
spectral_type_GALAXY_prob = 331.09K (0.0%)
galaxy_population_GALAXY_prob = 96.02K (0.0%)
galaxy_population_QSO_prob = 20.88K (0.0%)
galaxy_population_STAR_prob = 8.31K (0.0%)","class_weight = balanced
colsample_bytree = 0.8
learning_rate = 0.1
max_depth = 8
min_child_samples = 20
n_estimators = 500
num_leaves = 31
reg_alpha = 0.0
reg_lambda = 0.0
subsample = 0.8","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 359956 | 5845 | 11679
QSO | 2048 | 113857 | 1238
STAR | 2436 | 465 | 79823","GALAXY: 0.9536 (359956/377480)
QSO: 0.9719 (113857/117143)
STAR: 0.9649 (79823/82724)
BalAcc: 0.9635"
2026-06-10 10:05:56,,LightGBM,"Mean BalAcc = 0.9635 ± 0.0010
Min = 0.9624
Max = 0.9652
OOF BalAcc = 0.9635
Time (sec) = 129.2","redshift_log = 3586
abs_mag_r = 2806
sin_alpha = 2799
delta = 2792
u = 2722
color_rz = 2714
color_ug = 2665
cos_delta = 2587
color_gr = 2584
cos_alpha = 2512
z = 2306
g = 2270
coord_x_redshift = 2257
color_ri = 2081
i = 2049
r = 1762
coord_dist = 1679
alpha = 1675
sin_delta = 520
spectral_type_STAR_prob = 129
delta_bin = 122
spectral_type_GALAXY_prob = 92
galaxy_population_GALAXY_prob = 68
alpha_bin = 67
spectral_type_QSO_prob = 59
galaxy_population_QSO_prob = 38
galaxy_population_STAR_prob = 11","i = 114.47M (12.1%)
z = 113.45M (12.0%)
color_ri = 76.88M (8.1%)
abs_mag_r = 71.65M (7.6%)
color_ug = 69.91M (7.4%)
cos_alpha = 57.36M (6.1%)
redshift_log = 54.23M (5.7%)
delta = 53.47M (5.7%)
cos_delta = 50.78M (5.4%)
sin_alpha = 44.37M (4.7%)
color_rz = 43.94M (4.6%)
u = 36.92M (3.9%)
r = 36.89M (3.9%)
coord_dist = 33.85M (3.6%)
g = 28.13M (3.0%)
coord_x_redshift = 22.15M (2.3%)
color_gr = 15.33M (1.6%)
alpha = 13.94M (1.5%)
sin_delta = 3.62M (0.4%)
spectral_type_STAR_prob = 1.60M (0.2%)
spectral_type_QSO_prob = 957.68K (0.1%)
delta_bin = 505.67K (0.1%)
alpha_bin = 440.03K (0.0%)
spectral_type_GALAXY_prob = 331.09K (0.0%)
galaxy_population_GALAXY_prob = 96.02K (0.0%)
galaxy_population_QSO_prob = 20.88K (0.0%)
galaxy_population_STAR_prob = 8.31K (0.0%)","class_weight = balanced
colsample_bytree = 0.8
learning_rate = 0.1
max_depth = 8
min_child_samples = 20
n_estimators = 500
num_leaves = 31
reg_alpha = 0.0
reg_lambda = 0.0
subsample = 0.8","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 359956 | 5845 | 11679
QSO | 2048 | 113857 | 1238
STAR | 2436 | 465 | 79823","GALAXY: 0.9536 (359956/377480)
QSO: 0.9719 (113857/117143)
STAR: 0.9649 (79823/82724)
BalAcc: 0.9635"
2026-06-10 10:18:10,,LightGBM,"Mean BalAcc = 0.9635 ± 0.0010
Min = 0.9624
Max = 0.9652
OOF BalAcc = 0.9635
Time (sec) = 129.3","redshift_log = 3586
abs_mag_r = 2806
sin_alpha = 2799
delta = 2792
u = 2722
color_rz = 2714
color_ug = 2665
cos_delta = 2587
color_gr = 2584
cos_alpha = 2512
z = 2306
g = 2270
coord_x_redshift = 2257
color_ri = 2081
i = 2049
r = 1762
coord_dist = 1679
alpha = 1675
sin_delta = 520
spectral_type_STAR_prob = 129
delta_bin = 122
spectral_type_GALAXY_prob = 92
galaxy_population_GALAXY_prob = 68
alpha_bin = 67
spectral_type_QSO_prob = 59
galaxy_population_QSO_prob = 38
galaxy_population_STAR_prob = 11","i = 114.47M (12.1%)
z = 113.45M (12.0%)
color_ri = 76.88M (8.1%)
abs_mag_r = 71.65M (7.6%)
color_ug = 69.91M (7.4%)
cos_alpha = 57.36M (6.1%)
redshift_log = 54.23M (5.7%)
delta = 53.47M (5.7%)
cos_delta = 50.78M (5.4%)
sin_alpha = 44.37M (4.7%)
color_rz = 43.94M (4.6%)
u = 36.92M (3.9%)
r = 36.89M (3.9%)
coord_dist = 33.85M (3.6%)
g = 28.13M (3.0%)
coord_x_redshift = 22.15M (2.3%)
color_gr = 15.33M (1.6%)
alpha = 13.94M (1.5%)
sin_delta = 3.62M (0.4%)
spectral_type_STAR_prob = 1.60M (0.2%)
spectral_type_QSO_prob = 957.68K (0.1%)
delta_bin = 505.67K (0.1%)
alpha_bin = 440.03K (0.0%)
spectral_type_GALAXY_prob = 331.09K (0.0%)
galaxy_population_GALAXY_prob = 96.02K (0.0%)
galaxy_population_QSO_prob = 20.88K (0.0%)
galaxy_population_STAR_prob = 8.31K (0.0%)","class_weight = balanced
colsample_bytree = 0.8
learning_rate = 0.1
max_depth = 8
min_child_samples = 20
n_estimators = 500
num_leaves = 31
reg_alpha = 0.0
reg_lambda = 0.0
subsample = 0.8","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 359956 | 5845 | 11679
QSO | 2048 | 113857 | 1238
STAR | 2436 | 465 | 79823","GALAXY: 0.9536 (359956/377480)
QSO: 0.9719 (113857/117143)
STAR: 0.9649 (79823/82724)
BalAcc: 0.9635"
2026-06-10 10:29:41,,LightGBM,"Mean BalAcc = 0.9635 ± 0.0010
Min = 0.9624
Max = 0.9652
OOF BalAcc = 0.9635
Time (sec) = 131.0","redshift_log = 3586
abs_mag_r = 2806
sin_alpha = 2799
delta = 2792
u = 2722
color_rz = 2714
color_ug = 2665
cos_delta = 2587
color_gr = 2584
cos_alpha = 2512
z = 2306
g = 2270
coord_x_redshift = 2257
color_ri = 2081
i = 2049
r = 1762
coord_dist = 1679
alpha = 1675
sin_delta = 520
spectral_type_STAR_prob = 129
delta_bin = 122
spectral_type_GALAXY_prob = 92
galaxy_population_GALAXY_prob = 68
alpha_bin = 67
spectral_type_QSO_prob = 59
galaxy_population_QSO_prob = 38
galaxy_population_STAR_prob = 11","i = 114.47M (12.1%)
z = 113.45M (12.0%)
color_ri = 76.88M (8.1%)
abs_mag_r = 71.65M (7.6%)
color_ug = 69.91M (7.4%)
cos_alpha = 57.36M (6.1%)
redshift_log = 54.23M (5.7%)
delta = 53.47M (5.7%)
cos_delta = 50.78M (5.4%)
sin_alpha = 44.37M (4.7%)
color_rz = 43.94M (4.6%)
u = 36.92M (3.9%)
r = 36.89M (3.9%)
coord_dist = 33.85M (3.6%)
g = 28.13M (3.0%)
coord_x_redshift = 22.15M (2.3%)
color_gr = 15.33M (1.6%)
alpha = 13.94M (1.5%)
sin_delta = 3.62M (0.4%)
spectral_type_STAR_prob = 1.60M (0.2%)
spectral_type_QSO_prob = 957.68K (0.1%)
delta_bin = 505.67K (0.1%)
alpha_bin = 440.03K (0.0%)
spectral_type_GALAXY_prob = 331.09K (0.0%)
galaxy_population_GALAXY_prob = 96.02K (0.0%)
galaxy_population_QSO_prob = 20.88K (0.0%)
galaxy_population_STAR_prob = 8.31K (0.0%)","class_weight = balanced
colsample_bytree = 0.8
learning_rate = 0.1
max_depth = 8
min_child_samples = 20
n_estimators = 500
num_leaves = 31
reg_alpha = 0.0
reg_lambda = 0.0
subsample = 0.8","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 359956 | 5845 | 11679
QSO | 2048 | 113857 | 1238
STAR | 2436 | 465 | 79823","GALAXY: 0.9536 (359956/377480)
QSO: 0.9719 (113857/117143)
STAR: 0.9649 (79823/82724)
BalAcc: 0.9635"
2026-06-10 13:26:42,0.96639,LightGBM,"Mean BalAcc = 0.9649 ± 0.0003
Min = 0.9646
Max = 0.9654
OOF BalAcc = 0.9649
Time (sec) = 1401.9","color_rz = 71672
delta = 69616
cos_delta = 66450
sin_alpha = 64410
cos_alpha = 64024
redshift_log = 59060
z = 56857
u = 56777
abs_mag_r = 56624
color_gr = 53599
g = 51286
i = 51190
color_ri = 48839
color_ug = 48724
color_gr_rest = 48599
color_ug_rest = 48598
r = 44325
coord_x_redshift = 43894
color_ri_rest = 43326
coord_dist = 35945
alpha = 33682
sin_delta = 8700
spectral_type_STAR_prob = 2781
delta_bin = 2022
alpha_bin = 1294
galaxy_population_GALAXY_prob = 669
spectral_type_GALAXY_prob = 505
spectral_type_QSO_prob = 352
galaxy_population_QSO_prob = 150
galaxy_population_STAR_prob = 23","redshift_log = 28.18M (45.9%)
color_gr = 8.59M (14.0%)
color_ug_rest = 4.68M (7.6%)
color_rz = 3.46M (5.6%)
abs_mag_r = 2.97M (4.8%)
color_gr_rest = 1.49M (2.4%)
u = 1.38M (2.2%)
g = 1.25M (2.0%)
z = 1.23M (2.0%)
spectral_type_GALAXY_prob = 1.16M (1.9%)
color_ri_rest = 741.75K (1.2%)
cos_alpha = 738.83K (1.2%)
color_ug = 672.28K (1.1%)
delta = 606.09K (1.0%)
i = 590.82K (1.0%)
sin_alpha = 573.57K (0.9%)
cos_delta = 562.96K (0.9%)
coord_x_redshift = 527.03K (0.9%)
spectral_type_QSO_prob = 421.21K (0.7%)
coord_dist = 413.95K (0.7%)
color_ri = 343.90K (0.6%)
r = 317.91K (0.5%)
alpha = 305.06K (0.5%)
sin_delta = 78.64K (0.1%)
galaxy_population_GALAXY_prob = 38.20K (0.1%)
delta_bin = 25.44K (0.0%)
alpha_bin = 21.38K (0.0%)
spectral_type_STAR_prob = 9.97K (0.0%)
galaxy_population_QSO_prob = 6.25K (0.0%)
galaxy_population_STAR_prob = 3.29K (0.0%)","class_weight = balanced
colsample_bytree = 0.85
learning_rate = 0.01
max_depth = 12
min_child_samples = 5
n_estimators = 3000
num_leaves = 127
reg_alpha = 0.1
reg_lambda = 0.1
subsample = 0.85
min_gain_to_split = 0.01","FINAL_PARAMS
v1 winner: color_indices, coord_dist, redshift_log, sin/cos alpha/delta, alpha/delta raw, alpha_bin/delta_bin, coord_x_redshift, target_encoding
+ v2: abs_mag_r only
- redshift (raw)",,macOS-15.7.7-arm64-arm-64bit-Mach-O,"actual \ pred | GALAXY | QSO | STAR
GALAXY | 364096 | 4700 | 8684
QSO | 2130 | 113906 | 1107
STAR | 3029 | 467 | 79228","GALAXY: 0.9645 (364096/377480)
QSO: 0.9724 (113906/117143)
STAR: 0.9577 (79228/82724)
BalAcc: 0.9649"
